,frame_number,new_people_count,total_people_in_frame,cumulative,flow,coords
978,978,0,11,158,"[([1, -2], [-14, -5], 458), ([-2, 0], [-42, 20], 848), ([-12, -1], [-1, -3], 872), ([9, -5], [2, 6], 898), ([0, 0], [-1, 1], 857), ([5, -14], [0, -1], 925), ([0, 0], [1, 9], 913), ([11, -3], [0, -1], 949), ([2, -7], [0, 14], 993), ([-5, -11], [0, -3], 886), ([-3, -8], [2, 1], 956), ([3, -1], [0, -1], 987), ([-2, -8], [0, 6], 1002)]","[(458, 229.2510986328125, 310.06097412109375), (848, 675.579833984375, 411.2274475097656), (872, 538.061279296875, 362.5640563964844), (898, 403.59429931640625, 232.4229278564453), (857, 102.47354125976562, 137.09579467773438), (925, 237.28192138671875, 158.82215881347656), (913, 304.4434814453125, 43.021759033203125), (949, 811.246337890625, 130.0972900390625), (993, 532.4713134765625, 11.209884643554688), (886, 234.00836181640625, 79.57463073730469), (956, 727.5993041992188, 68.78950500488281), (987, 352.9643249511719, 484.60662841796875), (1002, 227.52310180664062, 158.62490844726562)]"
979,979,0,11,158,"[([1, 0], [-15, -7], 458), ([-1, -1], [-35, 17], 848), ([-19, -2], [-14, -2], 872), ([5, -6], [-5, -14], 898), ([2, 0], [-2, 2], 857), ([1, -4], [1, -1], 925), ([-3, 2], [0, -1], 913), ([13, -1], [0, 0], 949), ([1, -7], [0, 0], 993), ([-7, -16], [1, 0], 886), ([-8, -14], [1, -2], 956), ([3, -2], [2, -1], 987), ([-2, -8], [-1, 1], 1002)]","[(458, 227.0721435546875, 307.94378662109375), (848, 672.9299926757812, 415.83001708984375), (872, 527.698974609375, 362.729248046875), (898, 397.3310546875, 231.7987823486328), (857, 100.61863708496094, 136.98846435546875), (925, 237.4310302734375, 159.18783569335938), (913, 303.4696044921875, 42.907012939453125), (949, 811.1873779296875, 129.68069458007812), (993, 532.4144287109375, 11.810867309570312), (886, 234.30667114257812, 79.63947296142578), (956, 728.2449951171875, 68.39649963378906), (987, 353.3596496582031, 485.345703125), (1002, 227.44451904296875, 159.00006103515625)]"
980,980,0,11,158,"[([1, 4], [-14, -9], 458), ([0, -2], [-38, 13], 848), ([-26, -3], [-12, -4], 872), ([2, 11], [-20, -3], 898), ([1, -2], [-3, 1], 857), ([-2, 0], [1, -4], 925), ([-4, 3], [-2, -1], 913), ([13, 1], [0, 0], 949), ([1, -11], [-1, -4], 993), ([-3, -5], [0, 0], 886), ([-2, 1], [4, -3], 956), ([4, 0], [0, 1], 987), ([-2, -8], [0, -3], 1002), ([0, 0], [0, 0], 1018)]","[(458, 227.35960388183594, 309.45697021484375), (848, 666.9417724609375, 419.5528869628906), (872, 534.9249877929688, 364.0216369628906), (898, 395.12738037109375, 230.2745361328125), (857, 99.44183349609375, 136.58282470703125), (925, 237.512451171875, 159.30413818359375), (913, 302.8330078125, 42.787017822265625), (949, 811.1737060546875, 129.51235961914062), (993, 531.7548217773438, 12.01983642578125), (886, 233.954833984375, 79.95096588134766), (956, 732.4947509765625, 68.61854553222656), (987, 352.92681884765625, 486.0735778808594), (1002, 227.52825927734375, 159.17758178710938), (1018, 445.22003173828125, 468.2769775390625)]"
981,981,0,11,158,"[([1, 7], [-13, -6], 458), ([1, -3], [-33, 13], 848), ([-22, -3], [2, -7], 872), ([0, 21], [-14, -4], 898), ([3, -3], [-5, -1], 857), ([-1, 1], [4, -4], 925), ([-3, 4], [-2, 1], 913), ([12, 2], [0, 0], 949), ([2, -4], [-2, -15], 993), ([-1, -6], [0, 2], 886), ([-6, 1], [3, -3], 956), ([1, 1], [1, 1], 987), ([-2, -8], [1, -5], 1002), ([-2, -1], [-2, -1], 1018)]","[(458, 227.4219970703125, 311.133056640625), (848, 661.0994262695312, 423.8772277832031), (872, 545.4979858398438, 358.42535400390625), (898, 392.8146667480469, 227.148681640625), (857, 97.22444152832031, 136.62014770507812), (925, 239.14859008789062, 159.10992431640625), (913, 302.9041748046875, 43.028533935546875), (949, 811.4364624023438, 129.93637084960938), (993, 530.5099487304688, 14.5867919921875), (886, 233.460205078125, 80.07530212402344), (956, 733.3927612304688, 68.53071594238281), (987, 352.9190673828125, 486.133056640625), (1002, 228.90396118164062, 158.89541625976562), (1018, 443.8975524902344, 468.0468444824219)]"
982,982,0,12,158,"[([3, 5], [-6, 2], 458), ([1, -4], [-20, 10], 848), ([-14, -2], [7, -5], 872), ([-2, 26], [-15, 3], 898), ([2, -4], [-4, -1], 857), ([0, 3], [3, -2], 925), ([-2, 8], [-1, -10], 913), ([12, 2], [0, 0], 949), ([1, 8], [-2, -20], 993), ([-1, -6], [-1, 1], 886), ([-4, 1], [4, -2], 956), ([0, 4], [0, 0], 987), ([-2, -8], [2, -6], 1002), ([19, -39], [19, -39], 1013)]","[(458, 227.01487731933594, 315.82574462890625), (848, 660.5804443359375, 425.836669921875), (872, 548.426513671875, 359.95123291015625), (898, 390.55810546875, 226.03924560546875), (857, 97.6065902709961, 137.30133056640625), (925, 239.34487915039062, 158.88998413085938), (913, 303.3509216308594, 42.477569580078125), (949, 811.536865234375, 131.07223510742188), (993, 530.286865234375, 16.175308227539062), (886, 232.91351318359375, 80.35443115234375), (956, 733.7406005859375, 68.39862060546875), (987, 352.86309814453125, 485.3171081542969), (1002, 229.09722900390625, 158.70245361328125), (1013, 391.6265869140625, 226.91542053222656)]"
983,983,0,12,158,"[([6, 3], [-2, 8], 458), ([2, -4], [-15, 8], 848), ([11, -2], [12, -1], 872), ([-3, 27], [-14, 2], 898), ([-10, -10], [-4, -4], 857), ([1, -1], [2, -1], 925), ([0, 10], [-1, -14], 913), ([10, 1], [0, 1], 949), ([0, 14], [-2, -19], 993), ([1, 0], [-2, -1], 886), ([-1, 2], [5, -1], 956), ([-5, 5], [1, 1], 987), ([-2, -8], [2, -3], 1002), ([19, -39], [19, -46], 1013)]","[(458, 227.4449920654297, 319.8034362792969), (848, 660.514892578125, 426.48907470703125), (872, 550.4344482421875, 361.66168212890625), (898, 389.7840576171875, 225.87693786621094), (857, 98.489013671875, 137.70523071289062), (925, 239.43118286132812, 158.75103759765625), (913, 303.35198974609375, 41.36993408203125), (949, 811.55419921875, 131.51455688476562), (993, 530.1161499023438, 16.4912109375), (886, 232.27813720703125, 80.662841796875), (956, 732.994873046875, 67.83851623535156), (987, 353.0743408203125, 485.8807678222656), (1002, 229.2289581298828, 158.59552001953125), (1013, 391.06689453125, 226.439697265625)]"
984,984,0,12,158,"[([10, -1], [-1, 9], 458), ([3, -3], [-9, 3], 848), ([35, -1], [25, 0], 872), ([-5, 4], [-10, 31], 898), ([-13, -14], [1, -2], 857), ([2, -2], [0, 0], 925), ([-1, 5], [0, -3], 913), ([8, 1], [0, 1], 949), ([-1, 12], [-2, -16], 993), ([2, -1], [-3, -3], 886), ([-1, 2], [4, 0], 956), ([-4, 6], [-1, 1], 987), ([-2, -8], [1, 3], 1002), ([19, -39], [16, -54], 1013)]","[(458, 226.7920684814453, 324.3671875), (848, 663.2249755859375, 421.2258605957031), (872, 552.5471801757812, 364.12933349609375), (898, 387.0889892578125, 225.79461669921875), (857, 101.04414367675781, 139.42153930664062), (925, 237.94529724121094, 158.03863525390625), (913, 303.13446044921875, 41.638885498046875), (949, 811.6622314453125, 131.50619506835938), (993, 530.0050659179688, 16.31915283203125), (886, 231.18548583984375, 80.58816528320312), (956, 732.7723999023438, 68.61422729492188), (987, 352.9095458984375, 485.48883056640625), (1002, 228.8177032470703, 157.94381713867188), (1013, 388.5448913574219, 225.54254150390625)]"
985,985,0,12,158,"[([8, -2], [0, 11], 458), ([3, -2], [-1, -2], 848), ([43, 1], [6, -4], 872), ([-4, -4], [-10, 25], 898), ([-13, -13], [3, 4], 857), ([4, -4], [2, -1], 925), ([-1, 2], [0, 6], 913), ([4, 2], [0, 0], 949), ([-4, 8], [-2, -18], 993), ([1, 2], [-3, 2], 886), ([-1, -1], [2, 0], 956), ([1, 1], [0, 0], 987), ([-2, -8], [1, 5], 1002), ([19, -39], [1, -50], 1013)]","[(458, 227.38465881347656, 328.03448486328125), (848, 665.3517456054688, 414.03076171875), (872, 540.2235717773438, 358.07891845703125), (898, 385.1186828613281, 225.50706481933594), (857, 102.87018585205078, 140.51278686523438), (925, 239.37606811523438, 158.31936645507812), (913, 302.71002197265625, 65.1529541015625), (949, 811.5731201171875, 130.7572021484375), (993, 529.9183349609375, 16.359725952148438), (886, 230.80020141601562, 80.70313262939453), (956, 734.3182373046875, 68.85850524902344), (987, 352.80914306640625, 485.7636413574219), (1002, 228.5896453857422, 158.05911254882812), (1013, 386.69818115234375, 225.42381286621094)]"
986,986,0,12,158,"[([10, 0], [0, 11], 458), ([3, -1], [11, -10], 848), ([44, 1], [-3, -1], 872), ([-1, -7], [-7, 23], 898), ([-7, -8], [6, 7], 857), ([4, -4], [0, -1], 925), ([-1, -4], [0, 16], 913), ([2, 3], [0, 0], 949), ([-4, -1], [-1, -9], 993), ([4, -1], [-4, -4], 886), ([1, -2], [1, 0], 956), ([2, 0], [0, 0], 987), ([-2, -8], [1, 3], 1002), ([19, -39], [-5, -44], 1013)]","[(458, 227.64759826660156, 330.4214172363281), (848, 672.3892822265625, 404.73773193359375), (872, 542.0078125, 357.3762512207031), (898, 385.20257568359375, 226.241455078125), (857, 103.88105010986328, 141.92172241210938), (925, 239.96817016601562, 157.76571655273438), (913, 302.4055480957031, 89.3783187866211), (949, 811.5518798828125, 130.45730590820312), (993, 529.8497314453125, 16.526885986328125), (886, 229.91171264648438, 81.041259765625), (956, 734.64990234375, 68.76915740966797), (987, 352.7069091796875, 485.8660583496094), (1002, 229.22146606445312, 156.8519287109375), (1013, 386.31121826171875, 225.40333557128906)]"
987,987,0,12,158,"[([4, -2], [0, 7], 458), ([3, -1], [24, -15], 848), ([31, 1], [-3, -2], 872), ([1, -7], [-5, 12], 898), ([9, 2], [8, 10], 857), ([7, -2], [3, 0], 925), ([1, -7], [-2, 25], 913), ([1, 3], [0, -1], 949), ([-3, -3], [-1, -4], 993), ([2, 12], [-3, 0], 886), ([2, -3], [2, 0], 956), ([3, 1], [0, 1], 987), ([19, -39], [-5, -5], 1013), ([-3, 0], [-14, -8], 1006)]","[(458, 227.30316162109375, 330.475830078125), (848, 684.3138427734375, 397.2070007324219), (872, 545.3486938476562, 355.947509765625), (898, 385.59588623046875, 225.28466796875), (857, 105.27885437011719, 141.51437377929688), (925, 242.08999633789062, 157.49884033203125), (913, 301.6211242675781, 99.235107421875), (949, 811.7048950195312, 130.35687255859375), (993, 529.8380126953125, 16.1839599609375), (886, 229.27072143554688, 81.17337799072266), (956, 735.4180908203125, 68.91148376464844), (987, 352.66937255859375, 485.7606201171875), (1013, 386.52587890625, 225.16485595703125), (1006, 91.7237548828125, 142.99560546875)]"
988,988,0,12,158,"[([-4, -2], [0, 6], 458), ([2, -1], [32, -18], 848), ([15, 2], [-3, -2], 872), ([5, -4], [-4, 5], 898), ([13, 7], [8, 13], 857), ([6, -1], [4, 0], 925), ([2, -2], [-2, 29], 913), ([0, 2], [1, -1], 949), ([-2, 1], [-1, -2], 993), ([1, 17], [-3, 1], 886), ([4, -4], [-1, 0], 956), ([2, 0], [-1, 0], 987), ([19, -39], [-5, 8], 1013), ([-3, 0], [-15, -10], 1006)]","[(458, 227.51242065429688, 330.96881103515625), (848, 692.4471435546875, 391.0694274902344), (872, 547.0590209960938, 356.12310791015625), (898, 385.4530029296875, 224.448974609375), (857, 106.16947174072266, 138.5976104736328), (925, 243.81640625, 156.8663330078125), (913, 301.55548095703125, 103.6385498046875), (949, 812.2076416015625, 130.22528076171875), (993, 529.7717895507812, 15.796920776367188), (886, 229.16879272460938, 81.12800598144531), (956, 731.57275390625, 68.53755187988281), (987, 352.68017578125, 485.5942687988281), (1013, 386.066162109375, 224.59654235839844), (1006, 91.30538177490234, 138.98239135742188)]"
989,989,1,12,159,"[([-3, -2], [1, 4], 458), ([3, -2], [19, -17], 848), ([13, 0], [0, -3], 872), ([7, -3], [-2, 3], 898), ([13, 9], [-4, -10], 857), ([5, 0], [5, -1], 925), ([1, -8], [-2, 31], 913), ([1, 2], [1, 0], 949), ([-7, 4], [-1, -1], 993), ([1, 23], [-2, 4], 886), ([5, 0], [-2, 0], 956), ([0, -1], [0, 0], 987), ([19, -39], [-3, 20], 1013), ([0, 0], [0, 0], 1023)]","[(458, 227.66859436035156, 330.95013427734375), (848, 682.3480834960938, 385.9097900390625), (872, 552.500244140625, 358.840087890625), (898, 385.42657470703125, 224.51104736328125), (857, 97.72955322265625, 105.52984619140625), (925, 242.16143798828125, 155.84649658203125), (913, 301.5477294921875, 103.46060180664062), (949, 812.3502197265625, 130.76345825195312), (993, 529.876220703125, 15.665729522705078), (886, 229.29544067382812, 82.22723388671875), (956, 730.0736083984375, 69.0695571899414), (987, 352.65087890625, 485.68658447265625), (1013, 385.3860168457031, 224.13275146484375), (1023, 301.6405944824219, 44.0184326171875)]"
990,990,0,12,159,"[([-6, -1], [-1, 1], 458), ([5, -2], [6, -17], 848), ([12, 0], [14, 8], 872), ([-2, -2], [0, 8], 898), ([8, 7], [-9, -25], 857), ([3, 1], [2, -2], 925), ([0, -12], [-2, 19], 913), ([0, 1], [1, -1], 949), ([-10, 2], [1, -2], 993), ([-1, 29], [-3, 4], 886), ([3, 2], [-7, 1], 956), ([-1, -2], [0, -1], 987), ([19, -39], [-2, 22], 1013), ([0, 0], [0, 0], 1023), ([0, 0], [0, 0], 1026)]","[(458, 226.95938110351562, 329.71527099609375), (848, 671.20703125, 381.41558837890625), (872, 554.791748046875, 371.28240966796875), (898, 385.1121826171875, 225.7791748046875), (857, 93.30048370361328, 92.61993408203125), (925, 241.70143127441406, 154.26263427734375), (913, 300.8612060546875, 104.0862808227539), (949, 812.430908203125, 129.30184936523438), (993, 530.0526123046875, 15.83896255493164), (886, 227.96902465820312, 81.42980194091797), (956, 727.9071655273438, 70.75833129882812), (987, 352.41046142578125, 485.4359130859375), (1013, 384.26519775390625, 225.421875), (1023, 301.58905029296875, 44.29931640625), (1026, 804.3671875, 509.2176818847656)]"
991,991,0,13,159,"[([-3, 2], [-1, -1], 458), ([7, -3], [-16, -16], 848), ([6, 1], [15, 4], 872), ([-5, 1], [-2, 5], 898), ([1, 3], [-4, -12], 857), ([0, 1], [3, -3], 925), ([-3, -13], [-2, 6], 913), ([0, 1], [1, -2], 949), ([-15, -4], [1, -2], 993), ([0, 9], [-2, 17], 886), ([-1, 3], [-8, 2], 956), ([0, -4], [0, -1], 987), ([19, -39], [-4, 13], 1013), ([0, 0], [0, 0], 1023), ([9, 3], [9, 3], 1026), ([-3, 0], [-14, -7], 1006)]","[(458, 226.54173278808594, 329.024658203125), (848, 656.0643310546875, 373.91436767578125), (872, 557.4444580078125, 364.3109130859375), (898, 383.95208740234375, 227.6619873046875), (857, 99.49777221679688, 120.10150146484375), (925, 242.11343383789062, 153.06222534179688), (913, 300.7794189453125, 104.18830108642578), (949, 812.1885986328125, 128.47906494140625), (993, 530.316162109375, 16.12795639038086), (886, 227.75875854492188, 82.75239562988281), (956, 726.9093017578125, 71.965576171875), (987, 352.2434387207031, 484.9986877441406), (1013, 382.4615173339844, 226.9576416015625), (1023, 301.380859375, 44.888702392578125), (1026, 813.6114501953125, 512.135986328125), (1006, 89.31417846679688, 138.15081787109375)]"
992,992,0,13,159,"[([11, 4], [-1, 0], 458), ([9, -3], [-30, -14], 848), ([2, 3], [12, 3], 872), ([-8, 4], [-1, 4], 898), ([0, 2], [-7, -7], 857), ([0, 1], [-1, -4], 925), ([-3, -13], [0, -1], 913), ([0, 0], [1, -2], 949), ([-18, -8], [1, -4], 993), ([-1, 12], [-2, 17], 886), ([-4, 2], [-9, 2], 956), ([-2, -4], [0, -2], 987), ([19, -39], [-5, -6], 1013), ([0, 0], [0, 0], 1023), ([14, 4], [14, 4], 1026), ([-3, 0], [-14, -10], 1006)]","[(458, 226.156005859375, 327.57080078125), (848, 654.3465576171875, 368.49102783203125), (872, 557.1076049804688, 360.400390625), (898, 384.25372314453125, 229.73089599609375), (857, 98.86101531982422, 134.4010009765625), (925, 241.95462036132812, 151.52969360351562), (913, 301.3555603027344, 103.48269653320312), (949, 812.0081787109375, 127.9410400390625), (993, 530.3523559570312, 16.163501739501953), (886, 227.35421752929688, 83.3518295288086), (956, 726.7489013671875, 72.03553009033203), (987, 352.2138671875, 483.24212646484375), (1013, 381.70538330078125, 228.85049438476562), (1023, 301.6005859375, 45.19898986816406), (1026, 818.4464721679688, 513.03369140625), (1006, 87.58250427246094, 137.39163208007812)]"
993,993,0,13,159,"[([9, 4], [-2, -2], 458), ([6, -3], [-14, -14], 848), ([-2, 3], [8, 1], 872), ([-11, 5], [8, 3], 898), ([-6, -1], [-9, -9], 857), ([0, 2], [-2, -8], 925), ([-3, -1], [0, -1], 913), ([0, -1], [0, -2], 949), ([-14, -8], [1, -2], 993), ([-1, 8], [-2, 12], 886), ([-4, 0], [-5, 2], 956), ([-4, -3], [0, -1], 987), ([19, -39], [-5, -21], 1013), ([0, 0], [0, 0], 1023), ([24, 2], [24, 2], 1026), ([-3, 0], [-11, -10], 1006)]","[(458, 225.34085083007812, 326.4703674316406), (848, 678.49658203125, 361.89923095703125), (872, 555.7146606445312, 358.7045593261719), (898, 393.724365234375, 230.61293029785156), (857, 97.38465881347656, 138.92071533203125), (925, 241.2471160888672, 151.9244384765625), (913, 301.3221435546875, 104.63449096679688), (949, 812.218505859375, 127.6337890625), (993, 530.424072265625, 15.916378021240234), (886, 227.22640991210938, 83.41932678222656), (956, 726.429931640625, 72.572021484375), (987, 352.1085205078125, 484.32586669921875), (1013, 381.08953857421875, 231.27249145507812), (1023, 301.6370544433594, 45.4560546875), (1026, 828.9012451171875, 513.6686401367188), (1006, 90.32958221435547, 149.01123046875)]"
994,994,0,13,159,"[([-7, 26], [-4, -3], 458), ([0, -1], [21, -17], 848), ([-23, 3], [5, 0], 872), ([-5, 4], [3, 3], 898), ([-12, -3], [-4, 12], 857), ([1, 2], [-1, -7], 925), ([-3, 9], [-2, 1], 913), ([-1, -1], [0, -3], 949), ([-12, -8], [1, -3], 993), ([-2, 3], [-1, 10], 886), ([-4, -1], [-4, 2], 956), ([-5, -2], [0, -1], 987), ([19, -39], [-5, -25], 1013), ([0, 0], [0, 0], 1023), ([41, -2], [41, -2], 1026), ([-3, 0], [-1, -5], 1006)]","[(458, 223.39599609375, 324.0105285644531), (848, 703.28466796875, 353.02545166015625), (872, 557.5384521484375, 359.21142578125), (898, 388.8363037109375, 234.26454162597656), (857, 93.0997085571289, 137.25628662109375), (925, 241.4332275390625, 150.9165496826172), (913, 299.4236145019531, 105.27843475341797), (949, 812.43505859375, 128.02194213867188), (993, 530.537841796875, 15.683425903320312), (886, 228.22860717773438, 83.18281555175781), (956, 726.8255615234375, 72.61134338378906), (987, 352.0113525390625, 484.977783203125), (1013, 380.0826416015625, 234.2636260986328), (1023, 301.7296447753906, 45.312042236328125), (1026, 845.9794311523438, 511.7318115234375), (1006, 90.5808334350586, 149.3670654296875)]"
995,995,0,11,159,"[([-17, 12], [-4, -4], 458), ([-42, 5], [42, -15], 848), ([-33, 2], [1, -7], 872), ([-14, -7], [-1, 21], 857), ([1, 3], [-4, -11], 925), ([0, 10], [-4, 5], 913), ([-1, -1], [0, -1], 949), ([-10, -14], [0, -1], 993), ([-1, 2], [1, 4], 886), ([-1, -1], [0, 1], 956), ([-9, -1], [0, 0], 987), ([19, -39], [7, -21], 1013), ([0, 0], [0, 0], 1023), ([41, -2], [45, -7], 1026)]","[(458, 222.9505157470703, 321.99700927734375), (848, 713.2239990234375, 349.98724365234375), (872, 555.9207763671875, 360.1639404296875), (857, 92.1677474975586, 137.51315307617188), (925, 237.97500610351562, 148.36764526367188), (913, 296.72491455078125, 105.42742919921875), (949, 812.6065673828125, 128.17807006835938), (993, 530.5482177734375, 16.252395629882812), (886, 228.87496948242188, 83.10418701171875), (956, 727.2726440429688, 72.84457397460938), (987, 352.00067138671875, 485.7103576660156), (1013, 391.1966552734375, 235.712158203125), (1023, 301.8104553222656, 45.229339599609375), (1026, 849.4613037109375, 505.2481384277344)]"
996,996,0,13,159,"[([-32, 7], [-4, -6], 458), ([-61, 7], [58, -14], 848), ([-45, -2], [0, -5], 872), ([-15, -9], [-10, 7], 857), ([0, 4], [-4, -3], 925), ([0, 11], [-2, 2], 913), ([-1, 0], [0, 0], 949), ([-9, -14], [0, 0], 993), ([-1, -2], [2, -4], 886), ([1, 1], [2, 0], 956), ([-10, -2], [0, -1], 987), ([19, -39], [1, -20], 1013), ([0, 0], [0, 0], 1023), ([41, -2], [52, -13], 1026), ([-5, 6], [5, 6], 898), ([-3, 0], [-3, 0], 1006)]","[(458, 222.15399169921875, 318.64453125), (848, 714.2113037109375, 344.60760498046875), (872, 557.7054443359375, 355.3055114746094), (857, 89.19088745117188, 134.0101318359375), (925, 238.85455322265625, 148.84848022460938), (913, 298.47064208984375, 101.45523834228516), (949, 812.3598022460938, 128.4761962890625), (993, 530.3089599609375, 15.504608154296875), (886, 229.31942749023438, 82.91038513183594), (956, 728.4593505859375, 72.677734375), (987, 352.9624328613281, 482.897216796875), (1013, 383.61480712890625, 238.76593017578125), (1023, 301.6373291015625, 45.002227783203125), (1026, 865.6253662109375, 502.681396484375), (898, 390.556884765625, 239.33074951171875), (1006, 88.62901306152344, 147.06201171875)]"
