,frame_number,new_people_count,total_people_in_frame,cumulative,flow,coords
600,600,0,10,105,"[([1, -1], [-1, 0], 387), ([7, -2], [-6, 6], 458), ([2, 5], [3, 2], 474), ([-26, 18], [29, -14], 481), ([7, -1], [2, -8], 526), ([-1, 1], [2, -2], 528), ([1, 1], [0, 9], 570), ([2, 1], [0, -2], 339), ([44, -30], [7, -38], 573), ([-6, -38], [-6, 18], 554), ([9, -12], [9, -12], 579), ([0, -2], [-2, 1], 569)]","[(387, 819.5885620117188, 116.59152221679688), (458, 79.51949310302734, 190.14585876464844), (474, 744.5152587890625, 66.02432250976562), (481, 507.63568115234375, 629.8452758789062), (526, 653.2088012695312, 60.88096618652344), (528, 308.5740966796875, 70.95040893554688), (570, 242.78094482421875, 53.753997802734375), (339, 348.6085205078125, 28.417205810546875), (573, 958.1820068359375, 476.73675537109375), (554, 97.7962417602539, 132.05120849609375), (579, 808.10009765625, 595.6278076171875), (569, 348.44024658203125, 30.613067626953125)]"
601,601,0,11,105,"[([1, -1], [-1, 1], 387), ([-1, -2], [-4, 11], 458), ([2, 4], [3, 0], 474), ([-31, 22], [5, -12], 481), ([5, 0], [0, -9], 526), ([1, -1], [-2, -3], 528), ([1, 1], [0, 8], 570), ([3, 1], [0, -1], 339), ([44, -30], [3, -29], 573), ([-6, -38], [-8, 12], 554), ([14, -18], [14, -18], 579), ([0, -2], [-2, 1], 569)]","[(387, 818.7896728515625, 117.88418579101562), (458, 79.30101013183594, 202.193115234375), (474, 745.5399169921875, 65.90969848632812), (481, 487.5247802734375, 626.221435546875), (526, 652.84228515625, 58.131744384765625), (528, 306.531005859375, 71.44232177734375), (570, 242.8779296875, 55.593597412109375), (339, 348.4352722167969, 28.086830139160156), (573, 956.8983154296875, 476.6983642578125), (554, 95.9197769165039, 132.23306274414062), (579, 813.1624145507812, 583.1759033203125), (569, 348.4056396484375, 30.86883544921875)]"
602,602,0,11,105,"[([0, 0], [-1, 1], 387), ([-2, -1], [-1, 8], 458), ([1, 1], [3, 1], 474), ([-28, 19], [13, -10], 481), ([2, -1], [0, -7], 526), ([3, -2], [-4, -4], 528), ([1, 1], [0, 8], 570), ([3, 0], [0, 0], 339), ([44, -30], [5, -20], 573), ([-6, -38], [-8, 12], 554), ([17, -22], [17, -22], 579), ([0, -2], [-2, 1], 569)]","[(387, 818.8527221679688, 119.72286987304688), (458, 79.5362548828125, 197.15859985351562), (474, 745.23291015625, 66.37100982666016), (481, 503.09698486328125, 624.3646240234375), (526, 652.8487548828125, 55.764892578125), (528, 305.742431640625, 71.4354248046875), (570, 242.9984588623047, 56.37926483154297), (339, 348.14990234375, 27.811447143554688), (573, 956.599853515625, 477.2427978515625), (554, 94.96647644042969, 132.06869506835938), (579, 816.989013671875, 576.8184814453125), (569, 348.15313720703125, 30.96173095703125)]"
603,603,0,11,105,"[([0, 0], [-2, 2], 387), ([-8, -2], [-3, 5], 458), ([1, 2], [-2, -4], 474), ([-47, 18], [16, -11], 481), ([-1, 1], [-1, -7], 526), ([9, 3], [-3, -2], 528), ([1, 1], [1, 7], 570), ([0, 0], [-1, 3], 339), ([44, -30], [14, -16], 573), ([-6, -38], [-7, 8], 554), ([17, -22], [28, -32], 579), ([0, -2], [-1, -6], 569)]","[(387, 818.6471557617188, 120.55925750732422), (458, 75.97428894042969, 208.50680541992188), (474, 740.12255859375, 67.54910278320312), (481, 513.79638671875, 619.2688598632812), (526, 652.6849365234375, 55.394989013671875), (528, 305.4544982910156, 72.49603271484375), (570, 243.25701904296875, 56.618309020996094), (339, 348.01922607421875, 28.84278106689453), (573, 968.8009033203125, 475.1773681640625), (554, 93.57115936279297, 133.13504028320312), (579, 827.3197021484375, 563.391845703125), (569, 348.295166015625, 31.184906005859375)]"
604,604,1,11,106,"[([0, 1], [-2, 2], 387), ([-1, -2], [-5, 11], 458), ([-1, 4], [-7, -6], 474), ([-42, 18], [14, -11], 481), ([-6, -3], [-1, -3], 526), ([11, 8], [-4, -2], 528), ([1, 1], [1, 2], 570), ([-1, 0], [-1, 5], 339), ([44, -30], [9, -5], 573), ([-6, -38], [-5, -6], 554), ([17, -22], [32, -31], 579), ([0, -2], [-1, -4], 569), ([0, 0], [0, 0], 583)]","[(387, 818.170166015625, 121.39785766601562), (458, 74.18718719482422, 215.9886932373047), (474, 736.392822265625, 75.6661376953125), (481, 518.69970703125, 614.510498046875), (526, 652.992431640625, 61.48591613769531), (528, 305.6201171875, 72.65493774414062), (570, 243.47584533691406, 54.11223602294922), (339, 347.423095703125, 29.25860595703125), (573, 969.8212890625, 474.813232421875), (554, 93.23777770996094, 133.52081298828125), (579, 837.6064453125, 553.7300415039062), (569, 347.8797302246094, 31.26080322265625), (583, 324.62664794921875, 79.07525634765625)]"
605,605,0,11,106,"[([-1, 1], [-1, 1], 387), ([3, 0], [-7, 3], 458), ([-3, 1], [-8, -12], 474), ([-41, 18], [14, -12], 481), ([-5, -4], [0, 1], 526), ([14, 10], [-5, -1], 528), ([1, 1], [1, -2], 570), ([-1, 0], [-2, 4], 339), ([44, -30], [14, -3], 573), ([-6, -38], [-3, -5], 554), ([17, -22], [34, -32], 579), ([0, -2], [-1, 1], 569), ([2, 1], [2, 1], 583)]","[(387, 818.8359375, 120.44927978515625), (458, 72.48275756835938, 196.96115112304688), (474, 736.534423828125, 68.00830078125), (481, 521.1763305664062, 606.255615234375), (526, 653.2092895507812, 61.78021240234375), (528, 303.20086669921875, 73.21026611328125), (570, 243.5259552001953, 53.53083801269531), (339, 346.8951721191406, 29.104942321777344), (573, 972.429443359375, 468.6114501953125), (554, 94.18275451660156, 134.24380493164062), (579, 842.9654541015625, 544.1260986328125), (569, 347.69622802734375, 31.913055419921875), (583, 326.8419189453125, 81.74380493164062)]"
606,606,0,11,106,"[([1, 1], [1, 0], 387), ([4, 0], [-6, -4], 458), ([-7, -1], [-11, -6], 474), ([-40, 18], [34, -11], 481), ([-6, -6], [2, 6], 526), ([20, 14], [-5, -1], 528), ([1, 1], [1, -4], 570), ([-1, 0], [-2, 3], 339), ([44, -30], [13, -6], 573), ([-6, -38], [0, -2], 554), ([0, -2], [-1, 4], 569), ([13, 7], [13, 7], 583)]","[(387, 819.4561767578125, 120.22940063476562), (458, 73.13943481445312, 194.79238891601562), (474, 734.067138671875, 77.982421875), (481, 521.9173583984375, 604.0433349609375), (526, 654.10986328125, 65.92036437988281), (528, 301.39056396484375, 75.39089965820312), (570, 243.515625, 51.72947692871094), (339, 346.7819519042969, 29.281654357910156), (573, 969.6419067382812, 462.6327819824219), (554, 95.26528930664062, 134.56298828125), (569, 347.76416015625, 32.09620666503906), (583, 337.93914794921875, 94.963134765625)]"
607,607,0,11,106,"[([-1, 1], [2, 1], 387), ([10, 2], [-7, -4], 458), ([-10, -1], [-16, -11], 474), ([-17, 17], [18, -11], 481), ([-5, -7], [1, 8], 526), ([22, 6], [-5, 0], 528), ([1, 1], [2, -4], 570), ([0, 0], [-2, 5], 339), ([44, -30], [12, -10], 573), ([-6, -38], [2, 0], 554), ([0, -2], [-1, 7], 569), ([17, 16], [17, 16], 583)]","[(387, 820.2437744140625, 120.626708984375), (458, 72.11744689941406, 189.99896240234375), (474, 729.627197265625, 73.0701904296875), (481, 521.8497314453125, 602.17724609375), (526, 653.1749877929688, 67.59135437011719), (528, 300.4296875, 76.667236328125), (570, 244.14801025390625, 48.66826629638672), (339, 346.22216796875, 29.366317749023438), (573, 968.234375, 456.45709228515625), (554, 96.9572982788086, 134.89154052734375), (569, 347.35784912109375, 32.040008544921875), (583, 341.7928466796875, 112.816650390625)]"
608,608,0,11,106,"[([-1, 0], [2, 0], 387), ([3, 3], [-3, -8], 458), ([-12, -4], [-9, 3], 474), ([-18, 15], [8, -12], 481), ([0, -4], [-1, 7], 526), ([30, 25], [-6, 2], 528), ([1, 1], [1, -5], 570), ([1, 0], [-2, 4], 339), ([44, -30], [-1, -15], 573), ([-6, -38], [8, 11], 554), ([0, -2], [-1, 10], 569), ([18, 41], [18, 41], 583), ([17, -22], [49, -56], 579)]","[(387, 820.9490966796875, 121.04489135742188), (458, 72.06739807128906, 191.3813018798828), (474, 731.8321533203125, 77.45772552490234), (481, 521.4758911132812, 596.32275390625), (526, 651.863525390625, 65.50778198242188), (528, 299.54193115234375, 79.31805419921875), (570, 244.4738006591797, 48.00593566894531), (339, 346.37310791015625, 30.479347229003906), (573, 967.14013671875, 444.26116943359375), (554, 101.0457763671875, 134.25296020507812), (569, 347.01904296875, 31.650039672851562), (583, 342.2864685058594, 167.18832397460938), (579, 862.653076171875, 517.7042236328125)]"
609,609,0,11,106,"[([0, 0], [3, 0], 387), ([1, 2], [-2, -12], 458), ([-10, -3], [1, 5], 474), ([-11, 13], [4, -10], 481), ([-3, -7], [-4, 4], 526), ([30, 29], [-8, 2], 528), ([1, 1], [2, -4], 570), ([44, -30], [-6, -26], 573), ([-6, -38], [9, 16], 554), ([0, -2], [0, 7], 569), ([18, 41], [18, 44], 583)]","[(387, 821.5093994140625, 121.39453125), (458, 72.83362579345703, 190.4962158203125), (474, 737.9548950195312, 76.02322387695312), (481, 522.8414306640625, 594.2109375), (526, 648.89599609375, 58.423095703125), (528, 297.9742736816406, 81.03994750976562), (570, 245.44479370117188, 47.38166046142578), (573, 963.4681396484375, 422.51300048828125), (554, 102.90780639648438, 134.20901489257812), (569, 347.0588073730469, 33.25270080566406), (583, 342.452880859375, 171.72299194335938)]"
610,610,0,10,106,"[([-1, 0], [2, 1], 387), ([0, 1], [1, -3], 458), ([-10, 7], [2, -6], 481), ([-1, -6], [-8, -2], 526), ([26, 30], [-8, 2], 528), ([1, 1], [1, 0], 570), ([44, -30], [-5, -36], 573), ([-6, -38], [12, 18], 554), ([0, -2], [0, 4], 569), ([18, 41], [16, 45], 583)]","[(387, 820.8548583984375, 120.79800415039062), (458, 73.0758285522461, 189.03460693359375), (481, 523.8101196289062, 593.5507202148438), (526, 645.529541015625, 52.85260009765625), (528, 295.7080078125, 81.7181396484375), (570, 244.73971557617188, 51.82902526855469), (573, 967.01416015625, 406.1441955566406), (554, 106.94861602783203, 134.03717041015625), (569, 347.1188049316406, 33.28898620605469), (583, 342.309814453125, 174.94769287109375)]"
611,611,0,10,106,"[([1, 0], [1, 1], 387), ([0, 0], [1, -2], 458), ([-14, 3], [3, -3], 481), ([-1, -4], [-11, -6], 526), ([19, 33], [-7, 3], 528), ([1, 1], [0, 6], 570), ([44, -30], [-3, -43], 573), ([-6, -38], [12, 17], 554), ([0, -2], [0, 1], 569), ([0, 1], [-1, 1], 339)]","[(387, 820.8447265625, 121.40414428710938), (458, 74.76187133789062, 187.56356811523438), (481, 524.7005615234375, 597.6953125), (526, 643.8960571289062, 52.275665283203125), (528, 294.6222839355469, 82.9591064453125), (570, 243.70053100585938, 57.92517852783203), (573, 966.406494140625, 397.4249267578125), (554, 107.44409942626953, 134.9647216796875), (569, 347.0412902832031, 32.82861328125), (339, 346.4151611328125, 30.740501403808594)]"
612,612,0,11,106,"[([0, 0], [1, 0], 387), ([0, -2], [3, 5], 458), ([-18, 2], [3, -1], 481), ([-2, -3], [-12, -6], 526), ([10, 12], [-9, 5], 528), ([1, 1], [-2, 13], 570), ([44, -30], [-5, -50], 573), ([-6, -38], [11, 11], 554), ([0, -2], [0, -5], 569), ([-1, 1], [1, 0], 339), ([18, 41], [5, 40], 583)]","[(387, 821.1253051757812, 121.25244140625), (458, 75.9250259399414, 199.888916015625), (481, 524.9671630859375, 599.4694213867188), (526, 641.9628295898438, 54.85789489746094), (528, 291.4085693359375, 83.68951416015625), (570, 242.3535614013672, 71.03741455078125), (573, 963.221923828125, 386.0694274902344), (554, 107.25189208984375, 134.15850830078125), (569, 347.23944091796875, 32.12126159667969), (339, 347.22344970703125, 30.319740295410156), (583, 342.79583740234375, 174.89996337890625)]"
613,613,1,12,107,"[([0, 0], [1, 0], 387), ([1, -2], [4, 10], 458), ([-21, 0], [3, 1], 481), ([0, -2], [-11, -5], 526), ([6, 5], [-12, 2], 528), ([1, 1], [-2, 18], 570), ([44, -30], [-9, -52], 573), ([-6, -38], [5, 6], 554), ([0, -2], [0, -9], 569), ([-1, 1], [1, 0], 339), ([0, 0], [0, 0], 588), ([18, 41], [0, 1], 583)]","[(387, 821.5420532226562, 121.11978149414062), (458, 76.62353515625, 210.9756317138672), (481, 524.8161010742188, 598.0919799804688), (526, 640.045654296875, 53.6202507019043), (528, 287.2742919921875, 83.60425567626953), (570, 242.23048400878906, 77.6666488647461), (573, 958.6107177734375, 378.64739990234375), (554, 106.22967529296875, 134.59927368164062), (569, 347.14306640625, 32.799896240234375), (339, 347.40863037109375, 30.70667266845703), (588, 94.50814056396484, 139.62289428710938), (583, 341.8306884765625, 112.73709106445312)]"
614,614,0,10,107,"[([-1, 0], [0, 0], 387), ([0, -1], [5, 12], 458), ([-24, 0], [2, 2], 481), ([3, 0], [-17, 3], 528), ([44, -30], [-15, -60], 573), ([-6, -38], [5, 11], 554), ([0, -2], [2, -4], 569), ([-1, 2], [1, 2], 339), ([2, 11], [2, 11], 588), ([18, 41], [2, -50], 583)]","[(387, 821.3447265625, 120.39350128173828), (458, 77.99883270263672, 216.16421508789062), (481, 524.8071899414062, 598.5140991210938), (528, 280.40069580078125, 84.38409423828125), (573, 948.655517578125, 367.163818359375), (554, 107.53065490722656, 135.1251220703125), (569, 349.0946044921875, 31.916671752929688), (339, 347.8946533203125, 31.218475341796875), (588, 96.8659439086914, 137.7957763671875), (583, 344.7438049316406, 62.502716064453125)]"
615,615,0,10,107,"[([-2, -1], [1, 0], 387), ([1, 0], [5, 8], 458), ([-19, 0], [1, 4], 481), ([2, -1], [-20, 3], 528), ([44, -30], [-29, -45], 573), ([-6, -38], [1, 7], 554), ([0, -2], [4, -5], 569), ([0, 1], [2, -1], 339), ([-2, 5], [-2, 5], 588), ([18, 41], [3, -63], 583)]","[(387, 821.420166015625, 119.96136474609375), (458, 78.11333465576172, 208.08673095703125), (481, 524.9161987304688, 600.8433837890625), (528, 275.77783203125, 86.317626953125), (573, 938.9862670898438, 357.86285400390625), (554, 107.20182037353516, 135.9964599609375), (569, 351.20770263671875, 32.69895935058594), (339, 348.22625732421875, 32.11212921142578), (588, 92.61341094970703, 135.43881225585938), (583, 345.86114501953125, 40.885589599609375)]"
616,616,0,10,107,"[([-1, -1], [1, 0], 387), ([-10, -1], [2, 8], 458), ([-17, 0], [1, 1], 481), ([4, -3], [-23, 3], 528), ([44, -30], [-42, -41], 573), ([-6, -38], [-1, 7], 554), ([2, 1], [2, -1], 339), ([-5, 4], [-5, 4], 588), ([18, 41], [3, -70], 583), ([-1, 10], [-8, 30], 572)]","[(387, 821.65966796875, 120.03421783447266), (458, 76.78801727294922, 208.8140106201172), (481, 525.365478515625, 599.5084228515625), (528, 271.40509033203125, 87.82711029052734), (573, 924.9376220703125, 351.0723876953125), (554, 106.29862976074219, 136.75350952148438), (339, 348.56134033203125, 32.68366241455078), (588, 89.7182846069336, 134.24026489257812), (583, 345.84210205078125, 31.5743408203125), (572, 290.765625, 85.85589599609375)]"
617,617,0,10,107,"[([-1, 0], [0, 0], 387), ([-13, -2], [2, 4], 458), ([-13, -1], [0, 0], 481), ([3, -2], [-24, 0], 528), ([44, -30], [-52, -21], 573), ([-6, -38], [4, 17], 554), ([1, 2], [1, 0], 339), ([-4, 9], [-4, 9], 588), ([18, 41], [3, -73], 583), ([-1, 10], [-9, 31], 572)]","[(387, 821.8529052734375, 120.0240478515625), (458, 77.80109405517578, 211.890869140625), (481, 524.9439086914062, 598.697509765625), (528, 267.79302978515625, 89.470458984375), (573, 911.7635498046875, 347.9431457519531), (554, 111.8092041015625, 135.8628387451172), (339, 348.6318359375, 32.85893249511719), (588, 90.6978530883789, 132.86257934570312), (583, 345.4672546386719, 27.896392822265625), (572, 290.7961120605469, 87.1339111328125)]"
618,618,0,10,107,"[([1, 0], [0, 0], 387), ([-17, -1], [1, -7], 458), ([-2, -3], [0, -2], 481), ([2, -1], [-21, 1], 528), ([44, -30], [-59, -4], 573), ([-6, -38], [3, 18], 554), ([1, 1], [0, 6], 339), ([-4, 9], [-4, 12], 588), ([18, 41], [3, -44], 583), ([-1, 10], [-10, 29], 572)]","[(387, 821.7423095703125, 119.90387725830078), (458, 77.57131958007812, 202.30535888671875), (481, 524.580810546875, 594.7479248046875), (528, 266.3546142578125, 88.81292724609375), (573, 899.980712890625, 344.9078674316406), (554, 109.8289794921875, 136.40618896484375), (339, 347.61822509765625, 33.23942565917969), (588, 90.2545166015625, 132.60330200195312), (583, 344.958251953125, 26.767425537109375), (572, 291.698486328125, 83.96163177490234)]"
619,619,0,11,107,"[([0, 0], [0, 0], 387), ([-22, -3], [-1, -6], 458), ([2, -5], [-1, -2], 481), ([3, -1], [-15, -1], 528), ([44, -30], [-75, 8], 573), ([-6, -38], [5, 12], 554), ([1, 0], [-2, 0], 339), ([-4, 9], [-8, 2], 588), ([18, 41], [0, -18], 583), ([-1, 10], [-10, 30], 572), ([-7, -1], [-29, 1], 474)]","[(387, 821.597412109375, 120.80254364013672), (458, 76.99700927734375, 208.82473754882812), (481, 523.5054321289062, 593.3643798828125), (528, 265.7376708984375, 88.39935302734375), (573, 873.757568359375, 331.1024169921875), (554, 112.51737213134766, 135.79000854492188), (339, 345.9869384765625, 33.666725158691406), (588, 88.1722640991211, 130.73626708984375), (583, 344.3080139160156, 26.93341064453125), (572, 290.3583984375, 82.03076934814453), (474, 707.0136108398438, 79.48258972167969)]"
620,620,0,10,107,"[([0, -1], [0, 0], 387), ([-14, 0], [-2, -5], 458), ([7, -8], [-2, -5], 481), ([2, 0], [-9, -1], 528), ([44, -30], [-79, -1], 573), ([-6, -38], [6, 10], 554), ([0, -1], [-2, -2], 339), ([-4, 9], [-5, 7], 588), ([18, 41], [-1, -8], 583), ([-8, -2], [-29, -5], 474)]","[(387, 821.339111328125, 121.17279052734375), (458, 76.66322326660156, 201.4786834716797), (481, 522.7710571289062, 592.3382568359375), (528, 266.3420104980469, 88.12237548828125), (573, 859.3490600585938, 322.08734130859375), (554, 113.68305969238281, 135.54119873046875), (339, 346.75848388671875, 33.12531280517578), (588, 87.6478271484375, 129.46633911132812), (583, 344.34320068359375, 27.485687255859375), (474, 705.6318969726562, 76.2107162475586)]"
621,621,0,10,107,"[([-1, -2], [0, 0], 387), ([-14, 2], [0, -21], 458), ([10, -11], [-2, -4], 481), ([4, 1], [-4, -2], 528), ([44, -30], [-81, -12], 573), ([-5, -30], [11, 9], 554), ([0, -3], [-2, 2], 339), ([-4, 9], [-3, 14], 588), ([18, 41], [-1, -3], 583), ([0, 0], [-24, -3], 474)]","[(387, 821.21484375, 121.5916748046875), (458, 76.29383087158203, 170.22886657714844), (481, 523.3680419921875, 591.6124267578125), (528, 267.8580322265625, 88.01507568359375), (573, 843.380859375, 309.72186279296875), (554, 117.00566101074219, 133.78500366210938), (339, 346.5654296875, 32.6734619140625), (588, 86.04090118408203, 133.88925170898438), (583, 344.25128173828125, 27.939544677734375), (474, 705.738037109375, 70.04252624511719)]"
622,622,0,10,107,"[([-2, -2], [0, 0], 387), ([-12, 2], [-2, -25], 458), ([15, -12], [0, -5], 481), ([5, 1], [1, 0], 528), ([44, -30], [-80, -38], 573), ([-1, 27], [7, 4], 554), ([-2, -3], [-3, 12], 339), ([-4, 9], [-5, 12], 588), ([18, 41], [-3, -1], 583), ([-4, 1], [-47, -15], 474)]","[(387, 821.6865234375, 122.11080932617188), (458, 75.98950958251953, 164.5369415283203), (481, 524.4415893554688, 590.7276000976562), (528, 268.31732177734375, 88.77008056640625), (573, 831.6932373046875, 301.47320556640625), (554, 118.735107421875, 133.82241821289062), (339, 345.9280700683594, 32.74579620361328), (588, 85.8585205078125, 136.2205810546875), (583, 342.26953125, 27.27001953125), (474, 684.9812622070312, 63.44873046875)]"
623,623,0,10,107,"[([0, -1], [0, 0], 387), ([-10, 11], [-2, -14], 458), ([20, -11], [-3, -2], 481), ([4, -1], [3, 1], 528), ([13, -30], [-84, -77], 573), ([-4, 13], [7, 5], 554), ([-2, -2], [1, 0], 339), ([-4, 9], [-3, 17], 588), ([18, 41], [-5, -1], 583), ([1, 1], [-41, -19], 474)]","[(387, 821.2974243164062, 121.7083740234375), (458, 75.56211853027344, 174.81971740722656), (481, 521.5943603515625, 590.6273803710938), (528, 269.2296447753906, 90.695556640625), (573, 815.2017822265625, 290.1414794921875), (554, 116.47562408447266, 134.2501220703125), (339, 348.6620788574219, 32.949851989746094), (588, 87.26435852050781, 137.29177856445312), (583, 339.3338623046875, 25.428955078125), (474, 696.1544189453125, 61.28526306152344)]"
624,624,0,12,107,"[([0, 0], [-1, 0], 387), ([-6, 8], [-1, -17], 458), ([26, -11], [-3, -2], 481), ([3, -1], [3, 3], 528), ([9, -34], [-71, -85], 573), ([-5, 14], [4, 9], 554), ([-2, -2], [4, 5], 339), ([-4, 9], [0, 20], 588), ([18, 41], [-4, 0], 583), ([7, -1], [-6, -11], 474), ([0, 5], [-21, 1], 526), ([-1, 10], [-16, 22], 572)]","[(387, 820.9942016601562, 122.443115234375), (458, 75.68063354492188, 176.64816284179688), (481, 520.08642578125, 590.11767578125), (528, 268.839111328125, 92.94173431396484), (573, 802.1650390625, 282.5889892578125), (554, 116.26937866210938, 138.05787658691406), (339, 349.32196044921875, 32.828582763671875), (588, 88.68705749511719, 137.71304321289062), (583, 340.2791748046875, 28.16156005859375), (474, 701.6986083984375, 59.41139221191406), (526, 627.9339599609375, 51.13848876953125), (572, 285.2801208496094, 78.18731689453125)]"
625,625,0,12,107,"[([0, 0], [-1, 0], 387), ([-4, 5], [5, -31], 458), ([25, -10], [-5, -1], 481), ([0, -3], [0, 6], 528), ([5, -29], [-79, -100], 573), ([-6, 12], [2, 6], 554), ([0, -1], [2, 11], 339), ([-4, 9], [4, 23], 588), ([18, 41], [-3, 2], 583), ([3, -1], [2, -12], 474), ([-1, 10], [-2, 3], 572), ([0, -2], [3, -3], 569)]","[(387, 820.9400634765625, 122.64151000976562), (458, 81.00070190429688, 147.9049072265625), (481, 517.29345703125, 590.291259765625), (528, 266.0091552734375, 99.22265625), (573, 780.5198974609375, 262.51043701171875), (554, 115.72695922851562, 136.1558074951172), (339, 348.8270263671875, 32.879608154296875), (588, 91.65721130371094, 137.65591430664062), (583, 341.931640625, 30.161224365234375), (474, 707.404296875, 56.926422119140625), (572, 288.67303466796875, 91.4974136352539), (569, 350.85858154296875, 33.89405822753906)]"
626,626,1,14,108,"[([-1, 1], [-1, 0], 387), ([-1, 10], [1, -3], 458), ([-3, -9], [-7, 0], 481), ([-3, -3], [-4, 9], 528), ([5, -21], [-77, -63], 573), ([-7, 12], [-3, 5], 554), ([0, -2], [1, 6], 339), ([-4, 9], [6, 16], 588), ([18, 41], [-1, 2], 583), ([8, -3], [5, -9], 474), ([-1, 10], [0, 8], 572), ([0, 0], [0, 0], 602), ([0, -2], [3, 2], 569), ([1, 3], [-11, 6], 526)]","[(387, 820.7523193359375, 122.18792724609375), (458, 77.81644439697266, 168.07421875), (481, 516.4071044921875, 590.634521484375), (528, 263.1365051269531, 105.06564331054688), (573, 766.9862060546875, 251.98333740234375), (554, 114.75946044921875, 136.07131958007812), (339, 347.54144287109375, 33.46833801269531), (588, 92.998779296875, 137.51756286621094), (583, 343.09381103515625, 30.875946044921875), (474, 710.46728515625, 56.37279510498047), (572, 290.54315185546875, 100.93179321289062), (602, 339.8131103515625, 164.9196319580078), (569, 350.31634521484375, 34.405364990234375), (526, 634.20703125, 49.26127624511719)]"
627,627,0,14,108,"[([-2, 1], [-1, 1], 387), ([1, 0], [2, 6], 458), ([6, -9], [-9, 1], 481), ([-3, -2], [-3, 11], 528), ([2, -14], [-83, -45], 573), ([-6, 14], [-8, 4], 554), ([0, -2], [1, -6], 339), ([-4, 9], [8, 13], 588), ([18, 41], [1, 2], 583), ([6, -2], [31, -5], 474), ([-1, 10], [-3, 14], 572), ([1, 3], [1, 3], 602), ([0, -2], [4, 6], 569), ([1, 0], [-6, 11], 526)]","[(387, 820.6490478515625, 121.90878295898438), (458, 77.05640411376953, 175.9884796142578), (481, 515.6895141601562, 590.8391723632812), (528, 265.6415100097656, 110.49542236328125), (573, 748.533203125, 239.0358123779297), (554, 110.75524139404297, 135.76007080078125), (339, 346.9119567871094, 33.56794738769531), (588, 93.89390563964844, 136.95730590820312), (583, 343.853515625, 30.949859619140625), (474, 715.4280395507812, 61.03068542480469), (572, 288.94244384765625, 107.61459350585938), (602, 340.0832214355469, 171.5006561279297), (569, 351.1025695800781, 33.05810546875), (526, 637.4114990234375, 50.965362548828125)]"
628,628,0,14,108,"[([-2, 2], [-1, 0], 387), ([-4, 7], [-1, 4], 458), ([9, -8], [-6, 1], 481), ([-4, -2], [-3, 13], 528), ([8, -5], [-81, -23], 573), ([-5, -2], [-4, 1], 554), ([0, 0], [-2, -4], 339), ([-4, 9], [5, 4], 588), ([18, 41], [5, 2], 583), ([7, 1], [24, -7], 474), ([-1, 10], [-5, 17], 572), ([1, 8], [1, 8], 602), ([0, -2], [1, 3], 569), ([2, 2], [-1, 11], 526), ([0, 0], [0, 0], 603)]","[(387, 820.8502807617188, 121.67144775390625), (458, 74.760009765625, 179.8950653076172), (481, 515.05029296875, 590.8375244140625), (528, 266.5477294921875, 116.55026245117188), (573, 734.9114990234375, 222.0232391357422), (554, 112.48503112792969, 136.49742126464844), (339, 346.96685791015625, 33.410247802734375), (588, 92.53741455078125, 136.67636108398438), (583, 344.730712890625, 31.336151123046875), (474, 720.0733642578125, 58.47789001464844), (572, 285.6341857910156, 114.90106201171875), (602, 340.7080078125, 181.84359741210938), (569, 350.9857177734375, 32.44189453125), (526, 640.104736328125, 49.470550537109375), (603, 537.0534057617188, 358.29840087890625)]"
629,629,0,13,108,"[([-1, 2], [1, 0], 387), ([-5, 13], [-4, 8], 458), ([11, -8], [-6, 1], 481), ([-3, -1], [3, 16], 528), ([11, -1], [-87, -22], 573), ([-4, -10], [-4, -7], 554), ([-1, 0], [-3, -14], 339), ([-4, 9], [3, 0], 588), ([18, 41], [5, -15], 583), ([7, 2], [23, -11], 474), ([1, 8], [1, 8], 602), ([0, -2], [0, 3], 569), ([2, -3], [1, 12], 526), ([0, -1], [0, -1], 603)]","[(387, 821.216796875, 121.96783447265625), (458, 71.98641204833984, 182.4751739501953), (481, 514.7467041015625, 590.9229736328125), (528, 271.3401184082031, 122.1947021484375), (573, 715.9422607421875, 216.12945556640625), (554, 112.93818664550781, 130.89793395996094), (339, 346.6485900878906, 33.75305938720703), (588, 91.19742584228516, 136.514404296875), (583, 345.95361328125, 31.807769775390625), (474, 724.737060546875, 55.81671905517578), (602, 340.70379638671875, 180.35528564453125), (569, 351.149169921875, 32.707000732421875), (526, 641.74560546875, 49.00852966308594), (603, 537.8927001953125, 355.08868408203125)]"
